oxytype, channel_connnection, period, PTSD_test_pvalue, HC_test_pvalue, t_p_value, mannwhitneyu_p_value
1.00000000000000,0.00000000000000,1.00000000000000,0.08971007168293,0.27830436825752,0.31921466512038,0.27010648537552
1.00000000000000,0.00000000000000,2.00000000000000,0.20992958545685,0.64272451400757,0.50164220122785,0.34100131514783
1.00000000000000,0.00000000000000,3.00000000000000,0.07340998202562,0.62861573696136,0.78308872364017,0.55762282677537
1.00000000000000,0.00000000000000,4.00000000000000,0.92332154512405,0.68890500068665,0.80440475222959,0.80039104129516
1.00000000000000,0.00000000000000,5.00000000000000,0.80811125040054,0.17496253550053,0.18613032053732,0.13903633867692
1.00000000000000,0.00000000000000,6.00000000000000,0.70005172491074,0.26908889412880,0.00788896227385,0.00703510274911
1.00000000000000,1.00000000000000,1.00000000000000,0.28640869259834,0.23399411141872,0.69351479837286,0.84222747705574
1.00000000000000,1.00000000000000,2.00000000000000,0.09430727362633,0.60769230127335,0.86807949474303,0.55041708080084
1.00000000000000,1.00000000000000,3.00000000000000,0.52657526731491,0.57182753086090,0.75049731548078,0.49447490849889
1.00000000000000,1.00000000000000,4.00000000000000,0.92865198850632,0.83834135532379,0.47856925703608,0.45460253838905
1.00000000000000,1.00000000000000,5.00000000000000,0.90899580717087,0.44285956025124,0.29308860137689,0.26546088729899
1.00000000000000,1.00000000000000,6.00000000000000,0.81342411041260,0.71280080080032,0.00669823824957,0.00936742421767
1.00000000000000,2.00000000000000,1.00000000000000,0.43888080120087,0.90514600276947,0.82679811544922,0.85065254441322
1.00000000000000,2.00000000000000,2.00000000000000,0.13676996529102,0.41461279988289,0.50936747111173,0.59432428506678
1.00000000000000,2.00000000000000,3.00000000000000,0.07575917243958,0.35299521684647,0.72241683856701,0.63976676139874
1.00000000000000,2.00000000000000,4.00000000000000,0.12700691819191,0.86180591583252,0.39661151516149,0.35761923323604
1.00000000000000,2.00000000000000,5.00000000000000,0.68959140777588,0.17406399548054,0.75104235047205,0.90152848055266
1.00000000000000,2.00000000000000,6.00000000000000,0.59597671031952,0.08288034051657,0.26219526466919,0.14193318552445
1.00000000000000,3.00000000000000,1.00000000000000,0.78980487585068,0.28982990980148,0.48547431345957,0.48098002437141
1.00000000000000,3.00000000000000,2.00000000000000,0.25995779037476,0.55537378787994,0.64020621025554,0.67084530929047
1.00000000000000,3.00000000000000,3.00000000000000,0.04277343302965,0.83726906776428,0.85591586581376,0.73467406176474
1.00000000000000,3.00000000000000,4.00000000000000,0.14246299862862,0.25579139590263,0.68848898336471,0.67084530929047
1.00000000000000,3.00000000000000,5.00000000000000,0.36082094907761,0.43040019273758,0.14503442154293,0.09221765340994
1.00000000000000,3.00000000000000,6.00000000000000,0.89185982942581,0.37802112102509,0.17854118943390,0.24305996039650
1.00000000000000,4.00000000000000,1.00000000000000,0.86693298816681,0.16315720975399,0.39891355168830,0.36897623604174
1.00000000000000,4.00000000000000,2.00000000000000,0.77377951145172,0.27084600925446,0.33248283931943,0.34100131514783
1.00000000000000,4.00000000000000,3.00000000000000,0.09746334701777,0.43933904170990,0.45751848337937,0.75094297709762
1.00000000000000,4.00000000000000,4.00000000000000,0.58358639478683,0.23652201890945,0.56984102301401,0.59432428506678
1.00000000000000,4.00000000000000,5.00000000000000,0.45786228775978,0.63840651512146,0.07909509039670,0.07151945540751
1.00000000000000,4.00000000000000,6.00000000000000,0.72915929555893,0.77249395847321,0.33343290653664,0.36897623604174
1.00000000000000,5.00000000000000,1.00000000000000,0.20675121247768,0.35460025072098,0.79760629399376,0.54325748069845
1.00000000000000,5.00000000000000,2.00000000000000,0.60501676797867,0.03090032190084,0.81090683006371,0.77555325298423
1.00000000000000,5.00000000000000,3.00000000000000,0.80026078224182,0.68738538026810,0.56121187947820,0.60179503666610
1.00000000000000,5.00000000000000,4.00000000000000,0.75934725999832,0.78603059053421,0.30644776179232,0.34100131514783
1.00000000000000,5.00000000000000,5.00000000000000,0.54616814851761,0.11102830618620,0.72552494647449,0.90152848055266
1.00000000000000,5.00000000000000,6.00000000000000,0.61966288089752,0.62980371713638,0.45367003594940,0.46768823302998
1.00000000000000,6.00000000000000,1.00000000000000,0.90953475236893,0.26042571663857,0.60838735426023,0.73467406176474
1.00000000000000,6.00000000000000,2.00000000000000,0.98708105087280,0.35813519358635,0.85594893650207,0.92713253315076
1.00000000000000,6.00000000000000,3.00000000000000,0.63310778141022,0.58070886135101,0.75498864736780,0.79208796719131
1.00000000000000,6.00000000000000,4.00000000000000,0.57201284170151,0.22896119952202,0.99085994808102,0.97854110105849
1.00000000000000,6.00000000000000,5.00000000000000,0.91038084030151,0.08553107827902,0.08036951443447,0.05616452090427
1.00000000000000,6.00000000000000,6.00000000000000,0.40347653627396,0.25586783885956,0.43401780366914,0.34100131514783
1.00000000000000,7.00000000000000,1.00000000000000,0.09511182457209,0.54735630750656,0.79426279109339,0.81706413856707
1.00000000000000,7.00000000000000,2.00000000000000,0.89215499162674,0.75901430845261,0.93225842730159,0.88451418780015
1.00000000000000,7.00000000000000,3.00000000000000,0.42423284053802,0.93329387903214,0.46816812311899,0.55041708080084
1.00000000000000,7.00000000000000,4.00000000000000,0.73872411251068,0.44367498159409,0.98301245076957,0.94424558657092
1.00000000000000,7.00000000000000,5.00000000000000,0.58215421438217,0.39018383622169,0.08196607567554,0.03016039452355
1.00000000000000,7.00000000000000,6.00000000000000,0.15434733033180,0.15953265130520,0.46535732326567,0.28924442914957
1.00000000000000,8.00000000000000,1.00000000000000,0.71506208181381,0.16333648562431,0.53200426739081,0.71049439245342
1.00000000000000,8.00000000000000,2.00000000000000,0.02280258014798,0.58883780241013,0.90124710754849,0.66302004787786
1.00000000000000,8.00000000000000,3.00000000000000,0.95763516426086,0.11686798185110,0.31544573636369,0.35202415586144
1.00000000000000,8.00000000000000,4.00000000000000,0.19250220060349,0.55665940046310,0.90570853153691,0.97854110105849
1.00000000000000,8.00000000000000,5.00000000000000,0.58063006401062,0.27445477247238,0.92079434244776,0.86755298861076
1.00000000000000,8.00000000000000,6.00000000000000,0.01249044016004,0.35035857558250,0.54774904560052,0.48770227678491
1.00000000000000,9.00000000000000,1.00000000000000,0.52676385641098,0.05561213567853,0.87790969875347,0.92713253315076
1.00000000000000,9.00000000000000,2.00000000000000,0.84313428401947,0.76942044496536,0.64584820665706,0.61686208556273
1.00000000000000,9.00000000000000,3.00000000000000,0.46196964383125,0.34623399376869,0.37437265598695,0.46111944508915
1.00000000000000,9.00000000000000,4.00000000000000,0.67539399862289,0.50059890747070,0.28446115788836,0.35202415586144
1.00000000000000,9.00000000000000,5.00000000000000,0.52784889936447,0.15043634176254,0.76407777166163,0.94424558657092
1.00000000000000,9.00000000000000,6.00000000000000,0.55377602577209,0.41403955221176,0.40940226746431,0.25185550913540
1.00000000000000,10.00000000000000,1.00000000000000,0.25517570972443,0.17169564962387,0.47740408844216,0.52206076362166
1.00000000000000,10.00000000000000,2.00000000000000,0.36850619316101,0.43871730566025,0.50005845130280,0.52206076362166
1.00000000000000,10.00000000000000,3.00000000000000,0.35683861374855,0.08456829190254,0.42167675528638,0.60930784940265
1.00000000000000,10.00000000000000,4.00000000000000,0.60276132822037,0.90242671966553,0.14721349824800,0.16352437587795
1.00000000000000,10.00000000000000,5.00000000000000,0.23558565974236,0.65592396259308,0.57680955239603,0.71852335779975
1.00000000000000,10.00000000000000,6.00000000000000,0.32424324750900,0.54179185628891,0.32845380651499,0.16680092434206
1.00000000000000,11.00000000000000,1.00000000000000,0.07406705617905,0.56743776798248,0.12972921485304,0.09431654061115
1.00000000000000,11.00000000000000,2.00000000000000,0.37664592266083,0.27256327867508,0.14968892398547,0.21797609637482
1.00000000000000,11.00000000000000,3.00000000000000,0.18480172753334,0.36759963631630,0.19951712716700,0.17012657592473
1.00000000000000,11.00000000000000,4.00000000000000,0.86109852790833,0.19007930159569,0.14211428965170,0.12790239331872
1.00000000000000,11.00000000000000,5.00000000000000,0.85559523105621,0.17839311063290,0.19172674037887,0.22612187377954
1.00000000000000,11.00000000000000,6.00000000000000,0.00681408727542,0.09405849874020,0.56348193559970,0.71049439245342
1.00000000000000,12.00000000000000,1.00000000000000,0.04067284241319,0.75888532400131,0.02386458814182,0.05756477747640
1.00000000000000,12.00000000000000,2.00000000000000,0.34384027123451,0.14170840382576,0.36265164866604,0.32488632606819
1.00000000000000,12.00000000000000,3.00000000000000,0.35528442263603,0.47887387871742,0.50773221761753,0.36326996231256
1.00000000000000,12.00000000000000,4.00000000000000,0.16324655711651,0.47797513008118,0.05931488246617,0.03449976123729
1.00000000000000,12.00000000000000,5.00000000000000,0.86384731531143,0.99364024400711,0.35045002976404,0.25633553864025
1.00000000000000,12.00000000000000,6.00000000000000,0.92499840259552,0.67928475141525,0.90554393287299,0.89301517930308
1.00000000000000,13.00000000000000,1.00000000000000,0.03309620916843,0.77886420488358,0.00326555411081,0.00966510347195
1.00000000000000,13.00000000000000,2.00000000000000,0.01320153567940,0.18316069245338,0.86984850109887,0.83382043304486
1.00000000000000,13.00000000000000,3.00000000000000,0.15813392400742,0.30582171678543,0.63518838230749,0.50816964613314
1.00000000000000,13.00000000000000,4.00000000000000,0.20388439297676,0.40234291553497,0.07433303727982,0.05213292603514
1.00000000000000,13.00000000000000,5.00000000000000,0.98308426141739,0.86589521169662,0.22095525824373,0.14487616935017
1.00000000000000,13.00000000000000,6.00000000000000,0.65908646583557,0.57939362525940,0.98032327473544,0.88451418780015
1.00000000000000,14.00000000000000,1.00000000000000,0.02268751524389,0.09340647608042,0.46823209560536,0.42280755915157
1.00000000000000,14.00000000000000,2.00000000000000,0.92737442255020,0.73971974849701,0.50107737542768,0.55762282677537
1.00000000000000,14.00000000000000,3.00000000000000,0.85124897956848,0.16670170426369,0.10925758354351,0.05344901767945
1.00000000000000,14.00000000000000,4.00000000000000,0.14175327122211,0.49770122766495,0.40544117177302,0.38055491929517
1.00000000000000,14.00000000000000,5.00000000000000,0.94496673345566,0.12192109972239,0.30528564889315,0.33020202100744
1.00000000000000,14.00000000000000,6.00000000000000,0.36699509620667,0.19555176794529,0.30153590376274,0.24743037193169
1.00000000000000,15.00000000000000,1.00000000000000,0.47970923781395,0.04564892873168,0.51905976186307,0.31962663762856
1.00000000000000,15.00000000000000,2.00000000000000,0.21634860336781,0.69773703813553,0.66957101619322,0.91858813222436
1.00000000000000,15.00000000000000,3.00000000000000,0.28249368071556,0.49583894014359,0.84743535371161,0.86755298861076
1.00000000000000,15.00000000000000,4.00000000000000,0.79742628335953,0.89746832847595,0.35464864789282,0.35761923323604
1.00000000000000,15.00000000000000,5.00000000000000,0.34812840819359,0.97519761323929,0.37496462227010,0.32488632606819
1.00000000000000,15.00000000000000,6.00000000000000,0.22291958332062,0.83372187614441,0.68132677878705,0.57217057418384
1.00000000000000,16.00000000000000,1.00000000000000,0.99316751956940,0.04129355773330,0.31831054566049,0.18392701914143
1.00000000000000,16.00000000000000,2.00000000000000,0.09258186817169,0.07187186181545,0.83886336764481,0.91005312251154
1.00000000000000,16.00000000000000,3.00000000000000,0.14736287295818,0.37956878542900,0.64866936324002,0.55041708080084
1.00000000000000,16.00000000000000,4.00000000000000,0.15106581151485,0.09503817558289,0.59531383040666,0.60930784940265
1.00000000000000,16.00000000000000,5.00000000000000,0.55128049850464,0.47137039899826,0.75592171000366,0.70249742836280
1.00000000000000,16.00000000000000,6.00000000000000,0.94612991809845,0.91417491436005,0.86490055074124,0.98712366702692
1.00000000000000,17.00000000000000,1.00000000000000,0.60190749168396,0.05922975018620,0.29085395413506,0.39833604442870
1.00000000000000,17.00000000000000,2.00000000000000,0.81030774116516,0.33172085881233,0.87414199078078,0.78380840806480
1.00000000000000,17.00000000000000,3.00000000000000,0.20380704104900,0.42570373415947,0.13090374762644,0.11010079027326
1.00000000000000,17.00000000000000,4.00000000000000,0.37672486901283,0.94630682468414,0.96300707000641,0.86755298861076
1.00000000000000,17.00000000000000,5.00000000000000,0.44287592172623,0.77333587408066,0.52176960854007,0.53614455438213
1.00000000000000,17.00000000000000,6.00000000000000,0.07324730604887,0.92616415023804,0.99707217076866,0.85065254441322
1.00000000000000,18.00000000000000,1.00000000000000,0.00088433286874,0.04142635315657,0.78955748693632,0.75094297709762
1.00000000000000,18.00000000000000,2.00000000000000,0.89810621738434,0.70452994108200,0.92899615830265,0.75911966964545
1.00000000000000,18.00000000000000,3.00000000000000,0.03566666319966,0.84163385629654,0.31839671377344,0.61686208556273
1.00000000000000,18.00000000000000,4.00000000000000,0.74102592468262,0.29000574350357,0.09787352590386,0.06984351986490
1.00000000000000,18.00000000000000,5.00000000000000,0.26345437765121,0.90063953399658,0.52987289479462,0.48770227678491
1.00000000000000,18.00000000000000,6.00000000000000,0.31588530540466,0.34269207715988,0.20707827351073,0.23027525667711
1.00000000000000,19.00000000000000,1.00000000000000,0.00260702497326,0.01559950970113,0.55765826811224,0.47430854883287
1.00000000000000,19.00000000000000,2.00000000000000,0.86950844526291,0.45850947499275,0.91966866009441,0.93568534550059
1.00000000000000,19.00000000000000,3.00000000000000,0.90862578153610,0.30232018232346,0.28084355040425,0.42280755915157
1.00000000000000,19.00000000000000,4.00000000000000,0.90857547521591,0.53093844652176,0.04377059293445,0.02352432331297
1.00000000000000,19.00000000000000,5.00000000000000,0.55850213766098,0.13690836727619,0.60593481580502,0.72658351936910
1.00000000000000,19.00000000000000,6.00000000000000,0.09736936539412,0.76790106296539,0.06089434707891,0.06500819779385
1.00000000000000,20.00000000000000,1.00000000000000,0.09360994398594,0.11627479642630,0.72165619361710,0.38055491929517
1.00000000000000,20.00000000000000,2.00000000000000,0.33000755310059,0.43113043904305,0.01135806756937,0.01571625431172
1.00000000000000,20.00000000000000,3.00000000000000,0.09565076977015,0.38797119259834,0.32146761550122,0.44172570845415
1.00000000000000,20.00000000000000,4.00000000000000,0.48393240571022,0.53712785243988,0.73604393611111,0.79208796719131
1.00000000000000,20.00000000000000,5.00000000000000,0.88552337884903,0.49662181735039,0.84425214265980,0.69453325995826
1.00000000000000,20.00000000000000,6.00000000000000,0.43229231238365,0.11277373135090,0.66128387369191,0.57217057418384
1.00000000000000,21.00000000000000,1.00000000000000,0.02350894175470,0.56794565916061,0.02581086759840,0.08419449721116
1.00000000000000,21.00000000000000,2.00000000000000,0.16058634221554,0.65989792346954,0.96084413138828,0.83382043304486
1.00000000000000,21.00000000000000,3.00000000000000,0.15596584975719,0.31013816595078,0.39132122364066,0.47430854883287
1.00000000000000,21.00000000000000,4.00000000000000,0.34822300076485,0.12167925387621,0.13357692242410,0.10772583126804
1.00000000000000,21.00000000000000,5.00000000000000,0.27771496772766,0.34208267927170,0.90994259305830,0.60179503666610
1.00000000000000,21.00000000000000,6.00000000000000,0.22291913628578,0.22583475708961,0.92587812086241,0.81706413856707
1.00000000000000,22.00000000000000,1.00000000000000,0.01233602222055,0.67449867725372,0.01232623335977,0.05899393763908
1.00000000000000,22.00000000000000,2.00000000000000,0.07952080667019,0.85207390785217,0.83444011484940,0.87602647083231
