oxytype, channel, period, PTSD_test_pvalue, HC_test_pvalue, t_p_value, mannwhitneyu_p_value
1.00000000000000,1.00000000000000,1.00000000000000,0.00103826238774,0.03131282329559,0.59641057610301,0.68660267083540
1.00000000000000,1.00000000000000,2.00000000000000,0.08770903944969,0.00054121273570,0.28131571374910,0.70249742836280
1.00000000000000,1.00000000000000,3.00000000000000,0.01274717785418,0.58168643712997,0.80506807276061,0.72658351936910
1.00000000000000,1.00000000000000,4.00000000000000,0.19883863627911,0.12392243742943,0.17596924032075,0.09431654061115
1.00000000000000,1.00000000000000,5.00000000000000,0.00416858587414,0.14203841984272,0.72907947174965,0.96996101850672
1.00000000000000,1.00000000000000,6.00000000000000,0.00021583879425,0.00012061629968,0.01109363192619,0.09015644793118
1.00000000000000,2.00000000000000,1.00000000000000,0.00000121160190,0.20950013399124,0.55120531891748,0.75911966964545
1.00000000000000,2.00000000000000,2.00000000000000,0.25753349065781,0.02471525780857,0.97845036251478,0.52907881555433
1.00000000000000,2.00000000000000,3.00000000000000,0.02461683377624,0.00686844438314,0.85942143004308,0.50816964613314
1.00000000000000,2.00000000000000,4.00000000000000,0.03528595343232,0.01017380692065,0.45656757205271,0.36897623604174
1.00000000000000,2.00000000000000,5.00000000000000,0.16816593706608,0.00034289658652,0.46045013589718,0.27956414206734
1.00000000000000,2.00000000000000,6.00000000000000,0.15493662655354,0.00002361494444,0.02462942137758,0.05084404819916
1.00000000000000,3.00000000000000,1.00000000000000,0.12116509675980,0.25768321752548,0.30279610847437,0.70249742836280
1.00000000000000,3.00000000000000,2.00000000000000,0.00191426021047,0.01560252625495,0.14647804283471,0.46111944508915
1.00000000000000,3.00000000000000,3.00000000000000,0.00016117462656,0.02405246533453,0.21540729076071,0.80871673333112
1.00000000000000,3.00000000000000,4.00000000000000,0.02627888508141,0.28887277841568,0.12889793418770,0.14487616935017
1.00000000000000,3.00000000000000,5.00000000000000,0.00003929398008,0.00071863509947,0.89018422656151,0.62445709430027
1.00000000000000,3.00000000000000,6.00000000000000,0.00027492395020,0.00013671748457,0.02314740244304,0.10772583126804
1.00000000000000,4.00000000000000,1.00000000000000,0.06616343557835,0.00047180205001,0.39426912144782,0.68660267083540
1.00000000000000,4.00000000000000,2.00000000000000,0.21385161578655,0.00728535000235,0.11070334203906,0.18750323234650
1.00000000000000,4.00000000000000,3.00000000000000,0.01198466960341,0.48113840818405,0.17914949455013,0.30418366948444
1.00000000000000,4.00000000000000,4.00000000000000,0.00062481575878,0.00697493087500,0.33220984784884,0.26546088729899
1.00000000000000,4.00000000000000,5.00000000000000,0.00000003707674,0.00006751399633,0.91208637058894,0.28437641144791
1.00000000000000,4.00000000000000,6.00000000000000,0.00328718079254,0.00857643969357,0.02385678599117,0.05344901767945
1.00000000000000,5.00000000000000,1.00000000000000,0.41167885065079,0.07325720041990,0.11728982298796,0.21004341103799
1.00000000000000,5.00000000000000,2.00000000000000,0.00274112378247,0.08318642526865,0.14335764742844,0.35761923323604
1.00000000000000,5.00000000000000,3.00000000000000,0.00912732165307,0.15703172981739,0.19888984514784,0.41046345310562
1.00000000000000,5.00000000000000,4.00000000000000,0.00424044812098,0.13142877817154,0.01030136932129,0.00506657893975
1.00000000000000,5.00000000000000,5.00000000000000,0.00000102800811,0.00002523614785,0.68230581492504,0.27480753323335
1.00000000000000,5.00000000000000,6.00000000000000,0.00081610627240,0.00000127861313,0.08016856088586,0.17350167577548
1.00000000000000,6.00000000000000,1.00000000000000,0.03179570287466,0.00158988125622,0.08376458172743,0.09862912522133
1.00000000000000,6.00000000000000,2.00000000000000,0.02360017411411,0.10422362387180,0.12261447986430,0.06045242916628
1.00000000000000,6.00000000000000,3.00000000000000,0.98579341173172,0.01827660948038,0.88327838118116,0.83382043304486
1.00000000000000,6.00000000000000,4.00000000000000,0.15148408710957,0.85100078582764,0.24737730465925,0.16352437587795
1.00000000000000,6.00000000000000,5.00000000000000,0.97308295965195,0.04874407872558,0.22655210415614,0.10772583126804
1.00000000000000,6.00000000000000,6.00000000000000,0.00084762327606,0.00001191510910,0.38845230714231,0.31962663762856
1.00000000000000,7.00000000000000,1.00000000000000,0.36477425694466,0.00020750889962,0.36824150153604,0.44172570845415
1.00000000000000,7.00000000000000,2.00000000000000,0.08490802347660,0.02555602602661,0.59344133575696,0.50816964613314
1.00000000000000,7.00000000000000,3.00000000000000,0.98916739225388,0.00117107632104,0.79124045831653,0.97854110105849
1.00000000000000,7.00000000000000,4.00000000000000,0.12213587760925,0.04649620130658,0.49301450811679,0.18750323234650
1.00000000000000,7.00000000000000,5.00000000000000,0.69765490293503,0.05801718309522,0.07770884845548,0.08419449721116
1.00000000000000,7.00000000000000,6.00000000000000,0.29741889238358,0.00164049409796,0.91783750535484,0.71049439245342
1.00000000000000,8.00000000000000,1.00000000000000,0.47703558206558,0.20312856137753,0.34797307061888,0.35202415586144
1.00000000000000,8.00000000000000,2.00000000000000,0.00319419754669,0.69841521978378,0.34576196762219,0.57217057418384
1.00000000000000,8.00000000000000,3.00000000000000,0.30522978305817,0.73596245050430,0.42776069134558,0.41660853500050
