oxytype, channel, period1, period2, PTSDperiod1_test_pvalue, PTSDperiod2_test_pvalue, PTSD_p_value, PTSD_mannwhitneyu_p_value, HCperiod1_test_pvalue, HCperiod2_test_pvalue, HC_p_value, HC_mannwhitneyu_p_value
1.00000000000000,1.00000000000000,1.00000000000000,2.00000000000000,0.00103826238774,0.08770903944969,0.08174653330361,0.02334235701710,0.03131282329559,0.00054121273570,0.00416901450623,0.00678101014876
1.00000000000000,1.00000000000000,1.00000000000000,3.00000000000000,0.00103826238774,0.01274717785418,0.73666540882771,0.30817421246320,0.03131282329559,0.58168643712997,0.50996874185231,0.73317404152897
1.00000000000000,1.00000000000000,1.00000000000000,4.00000000000000,0.00103826238774,0.19883863627911,0.51372807946743,0.34684528410435,0.03131282329559,0.12392243742943,0.19161978473227,0.25798754671496
1.00000000000000,1.00000000000000,1.00000000000000,5.00000000000000,0.00103826238774,0.00416858587414,0.33793971171946,0.50427684560418,0.03131282329559,0.14203841984272,0.32416260223746,0.36935290505119
1.00000000000000,1.00000000000000,1.00000000000000,6.00000000000000,0.00103826238774,0.00021583879425,0.36464136362261,0.82417920231819,0.03131282329559,0.00012061629968,0.00446714441499,0.01440943702028
1.00000000000000,1.00000000000000,2.00000000000000,3.00000000000000,0.08770903944969,0.01274717785418,0.11735200860271,0.02090888842940,0.00054121273570,0.58168643712997,0.00454710685276,0.00652976546485
1.00000000000000,1.00000000000000,2.00000000000000,4.00000000000000,0.08770903944969,0.19883863627911,0.63381462995389,0.83925562165678,0.00054121273570,0.12392243742943,0.00026766993854,0.00007281812748
1.00000000000000,1.00000000000000,2.00000000000000,5.00000000000000,0.08770903944969,0.00416858587414,0.09031582576586,0.02464562095702,0.00054121273570,0.14203841984272,0.00588227876068,0.00945171912656
1.00000000000000,1.00000000000000,2.00000000000000,6.00000000000000,0.08770903944969,0.00021583879425,0.08675943972996,0.04345365799963,0.00054121273570,0.00012061629968,0.06270804460100,0.08309113693178
1.00000000000000,1.00000000000000,3.00000000000000,4.00000000000000,0.01274717785418,0.19883863627911,0.51619107461523,0.33690759073943,0.58168643712997,0.12392243742943,0.24706557184261,0.33909725218234
1.00000000000000,1.00000000000000,3.00000000000000,5.00000000000000,0.01274717785418,0.00416858587414,0.41051731732606,0.21665488090366,0.58168643712997,0.14203841984272,0.14335757089455,0.19118215849687
1.00000000000000,1.00000000000000,3.00000000000000,6.00000000000000,0.01274717785418,0.00021583879425,0.46166436959365,0.69192078616470,0.58168643712997,0.00012061629968,0.00397488923530,0.00628673587914
1.00000000000000,1.00000000000000,4.00000000000000,5.00000000000000,0.19883863627911,0.00416858587414,0.59635851167291,0.29895722027868,0.12392243742943,0.14203841984272,0.16549580960821,0.22061585763049
1.00000000000000,1.00000000000000,4.00000000000000,6.00000000000000,0.19883863627911,0.00021583879425,0.41706538962130,0.18865238688886,0.12392243742943,0.00012061629968,0.01417616014555,0.03032758434085
1.00000000000000,1.00000000000000,5.00000000000000,6.00000000000000,0.00416858587414,0.00021583879425,0.29272345158092,0.83925562165678,0.14203841984272,0.00012061629968,0.03259440404598,0.11174675200073
1.00000000000000,2.00000000000000,1.00000000000000,2.00000000000000,0.00000121160190,0.25753349065781,0.07837549984017,0.11561407148838,0.20950013399124,0.02471525780857,0.29800538815057,0.42779862544251
1.00000000000000,2.00000000000000,1.00000000000000,3.00000000000000,0.00000121160190,0.02461683377624,0.75246213598301,0.51676452346146,0.20950013399124,0.00686844438314,0.52481106469500,0.70720964269378
1.00000000000000,2.00000000000000,1.00000000000000,4.00000000000000,0.00000121160190,0.03528595343232,0.99167142586332,0.77934717852622,0.20950013399124,0.01017380692065,0.27704237440904,0.26294445817814
1.00000000000000,2.00000000000000,1.00000000000000,5.00000000000000,0.00000121160190,0.16816593706608,0.18121600600499,0.43272085953504,0.20950013399124,0.00034289658652,0.96112811395536,0.83977490137272
1.00000000000000,2.00000000000000,1.00000000000000,6.00000000000000,0.00000121160190,0.15493662655354,0.87396750157333,0.73521731235087,0.20950013399124,0.00002361494444,0.00365526343416,0.00185199250745
1.00000000000000,2.00000000000000,2.00000000000000,3.00000000000000,0.25753349065781,0.02461683377624,0.09337516426261,0.06346937920898,0.02471525780857,0.00686844438314,0.28721084811122,0.52086961946861
1.00000000000000,2.00000000000000,2.00000000000000,4.00000000000000,0.25753349065781,0.03528595343232,0.29506960928464,0.15741967037320,0.02471525780857,0.01017380692065,0.06540427892577,0.06395960447560
1.00000000000000,2.00000000000000,2.00000000000000,5.00000000000000,0.25753349065781,0.16816593706608,0.12200285191181,0.17566649522632,0.02471525780857,0.00034289658652,0.30882043944066,0.54370919156440
1.00000000000000,2.00000000000000,2.00000000000000,6.00000000000000,0.25753349065781,0.15493662655354,0.14132551963128,0.07265278138220,0.02471525780857,0.00002361494444,0.78182691409984,0.63139518221533
1.00000000000000,2.00000000000000,3.00000000000000,4.00000000000000,0.02461683377624,0.03528595343232,0.96882125717034,0.82417920231819,0.00686844438314,0.01017380692065,0.33052892567467,0.29403375509560
1.00000000000000,2.00000000000000,3.00000000000000,5.00000000000000,0.02461683377624,0.16816593706608,0.15151275291770,0.06346937920898,0.00686844438314,0.00034289658652,0.56588567174000,0.89431066128100
1.00000000000000,2.00000000000000,3.00000000000000,6.00000000000000,0.02461683377624,0.15493662655354,0.75203494610543,0.54219822958112,0.00686844438314,0.00002361494444,0.00170810544617,0.00010885068764
1.00000000000000,2.00000000000000,4.00000000000000,5.00000000000000,0.03528595343232,0.16816593706608,0.84354239618117,0.94610125292093,0.01017380692065,0.00034289658652,0.29715313706815,0.28869126638938
1.00000000000000,2.00000000000000,4.00000000000000,6.00000000000000,0.03528595343232,0.15493662655354,0.95129680811189,0.77934717852622,0.01017380692065,0.00002361494444,0.04124948607457,0.02680215318594
1.00000000000000,2.00000000000000,5.00000000000000,6.00000000000000,0.16816593706608,0.15493662655354,0.72853417557502,0.90008335094899,0.00034289658652,0.00002361494444,0.01171694007248,0.01490898651900
