1RESTING,3SPEAK,5LISTEN
0.05588885465065,0.04310552905049,-0.15892691010890
1.02676751983427,0.07170761954007,-0.81492386851318
0.76511706980163,0.05186081732524,0.41226457492577
0.11982846866684,-0.12188458180650,-0.81492386851318
-1.13685349647061,-1.09763280247017,-0.77656822249927
-0.77431512771391,-1.09763280247016,-0.81492386851318
1.09376986680644,-0.12091787798650,-0.63583546389764
-0.77442646877489,-1.09763280247016,-0.81492386851318
-1.20799887480358,-0.39704009551384,1.22836019635152
-0.64444096124846,-0.94891541998254,-0.67105034118637
-1.20799887480358,2.99261164465041,-0.81492386851318
3.47604207131893,-0.30377222963209,-0.76459745444546
1.48182452994818,0.89789581056037,0.66449106583006
-0.05772433862241,0.49418834056989,2.62941677544553
-0.94087954504184,0.45385378236285,-0.63463153344796
-0.52180034096290,-1.09763280247016,-0.75783830141881
0.52113103370563,-0.73259208642991,1.15499867047302
-0.37894903872295,-1.03431398423256,-0.73807562203005
0.89736406821703,-1.09763280247017,-0.77618035637266
-1.20799887480358,-1.03364827826843,-0.81492386851319
-1.20799887480358,0.32862125841846,-0.81492386851318
-0.35193642627433,1.17715402438802,-0.28499811453743
2.22708235271492,2.02933419303241,2.46204189521226
-0.78550023271166,1.49891834675582,1.29339310781495
1.05517440658648,-1.04080490015290,0.70072855521360
-1.06346770148621,0.72944959179466,-0.63262367981008
-1.16870566731227,-1.05861253905862,-0.81492386851319
-0.86177709792863,1.04258455420485,0.26951214264228
-1.09008426384154,-1.09763280247016,2.59198844272528
1.21204088093784,0.32644095792052,0.36664890974867
-0.59259625734784,-0.87060509243056,-0.81492386851319
0.01951000260790,-0.28129479490671,0.51290639849364
1.60818378840391,1.23902793926303,0.50716501064571
1.14060029895163,2.25071079281925,-0.64380296136227
0.32815033678702,-0.05883306175467,0.81130801027736
-1.20799887480358,-0.01490108128790,-0.22440206648478
0.29659032370362,-0.08921562376502,-0.60414448760741
0.20407582849833,-0.32690950289562,-0.25108627057518
-0.62909686521105,0.69588962749379,-0.81492386851318
-0.42606506772859,0.12776102734275,-0.38372445027683
-0.50594204811242,-0.57050673688127,-0.62074905800950
0.63535232488366,-0.19308972372744,-0.80571931214120
0.28451688906956,-0.67213412849461,0.15631509862641
-1.01405819045472,-0.44908684322868,-0.66082721842624
-0.32967832935960,-0.56174718815391,-0.50555497165224
-1.20799887480358,-0.44601493247643,-0.64699629391217
-0.50680888848924,-0.85878288618702,-0.81492386851318
-1.20799887480358,0.79653141182313,-0.52929593344059
-0.93996673112948,-0.90817245095668,0.89811292390049
0.37484466813370,1.80607673843765,3.84690060982450
-0.44549308868315,-0.63567839291299,-0.55937343221898
-0.68935945249673,-0.55835513248861,-0.43672594077164
1.08536090264265,-0.94877332443238,-0.59330531238841
0.98729015219489,-0.49235056182402,-0.68752271377797
-0.49174037057313,-0.55706595760580,0.20804617725824
-0.91027997221485,-0.46163533177412,-0.81492386851318
0.17364042992013,-0.42931846386600,-0.81492386851318
1.41182028713872,-0.45623774898629,1.14547064320790
-1.15520952090860,-0.29971258161717,-0.60887114741134
2.22431481809695,3.08526719749627,2.18631918696653
1.29866352750309,0.49282817680274,0.61536595680936
1.29866352750309,0.49282817680274,0.61536595680936
-0.05382535450511,-0.54048650575894,-0.41996474663263
0.02014683879162,-0.38840177794653,-0.14163532147430
-0.07056862608530,0.99937438026663,1.11441973912340
1.19795174127752,-1.03356227565314,0.68708828307292
-0.60254037790955,-0.82498060474973,-0.59529541936295
-0.18003145728714,0.77623100933313,1.58196121699114
-0.14722326639576,-1.08760603338930,-0.37646417116209
0.68321641373335,0.12068005767352,-0.27779848403705
0.77367386938183,2.26725810800684,0.73635736448885
-0.35807731610468,1.85819973209466,-0.79781520054741
-0.66770052557828,-0.31872713152353,-0.37051771864490
-1.20799887480358,-0.54217920368273,-0.81492386851318
0.95251531970441,0.10827303701254,0.58490587837849
