oxytype, channel, beta, PTSD_test_pvalue, HC_test_pvalue, t_p_value, mannwhitneyu_p_value
1.00000000000000,1.00000000000000,0.00000000000000,0.00018668393022,0.48987326025963,0.22459196726613,0.31962663762856
1.00000000000000,1.00000000000000,1.00000000000000,0.00009711652820,0.62468731403351,0.18887442328891,0.27956414206734
1.00000000000000,1.00000000000000,2.00000000000000,0.05401230603456,0.87512242794037,0.80760700140559,0.85065254441322
1.00000000000000,1.00000000000000,3.00000000000000,0.00012233806774,0.68896013498306,0.23807596455523,0.33557369696119
1.00000000000000,1.00000000000000,4.00000000000000,0.00043849696522,0.83023262023926,0.04761979173522,0.12790239331872
1.00000000000000,1.00000000000000,5.00000000000000,0.00035589036997,0.76202732324600,0.21313127397959,0.46768823302998
1.00000000000000,1.00000000000000,6.00000000000000,0.00019281927962,0.01249231398106,0.98779015384533,0.92713253315076
1.00000000000000,2.00000000000000,0.00000000000000,0.07907493412495,0.15265378355980,0.35831011275883,0.49447490849889
1.00000000000000,2.00000000000000,1.00000000000000,0.18171095848083,0.18218071758747,0.33562946346223,0.38642704447773
1.00000000000000,2.00000000000000,2.00000000000000,0.30333083868027,0.28698945045471,0.62898695653002,0.50816964613314
1.00000000000000,2.00000000000000,3.00000000000000,0.04159958660603,0.01784073933959,0.38072855844710,0.56487417658813
1.00000000000000,2.00000000000000,4.00000000000000,0.61600148677826,0.11222123354673,0.21085960159181,0.30418366948444
1.00000000000000,2.00000000000000,5.00000000000000,0.06156508252025,0.08386468142271,0.31748812369526,0.55041708080084
1.00000000000000,2.00000000000000,6.00000000000000,0.07510076463223,0.01291179656982,0.97456682066277,0.87602647083231
1.00000000000000,3.00000000000000,0.00000000000000,0.00480984663591,0.14097192883492,0.43803497816808,0.65523138734361
1.00000000000000,3.00000000000000,1.00000000000000,0.00861443392932,0.15747724473476,0.36594228302085,0.50129750725253
1.00000000000000,3.00000000000000,2.00000000000000,0.01636220701039,0.36443674564362,0.62637882124504,0.67084530929047
1.00000000000000,3.00000000000000,3.00000000000000,0.02229196205735,0.03899363055825,0.41948579241643,0.54325748069845
1.00000000000000,3.00000000000000,4.00000000000000,0.00003139941327,0.10067223757505,0.05829692539858,0.16029657919532
1.00000000000000,3.00000000000000,5.00000000000000,0.00635713478550,0.10472884029150,0.46147162505363,0.80039104129516
1.00000000000000,3.00000000000000,6.00000000000000,0.13655656576157,0.06568625569344,0.67024648948102,0.69453325995826
1.00000000000000,4.00000000000000,0.00000000000000,0.45486554503441,0.28249916434288,0.90489277043987,0.95281227108472
1.00000000000000,4.00000000000000,1.00000000000000,0.43641877174377,0.26970419287682,0.77237423695028,0.85065254441322
1.00000000000000,4.00000000000000,2.00000000000000,0.56690520048141,0.46456179022789,0.28282866578631,0.31962663762856
1.00000000000000,4.00000000000000,3.00000000000000,0.25908184051514,0.10069637745619,0.79618699627906,0.85909469644366
1.00000000000000,4.00000000000000,4.00000000000000,0.00346367037855,0.05053338780999,0.20125289271646,0.48770227678491
1.00000000000000,4.00000000000000,5.00000000000000,0.39027395844460,0.21258389949799,0.95767447779219,0.91858813222436
1.00000000000000,4.00000000000000,6.00000000000000,0.52890646457672,0.02646536007524,0.32352789266326,0.23027525667711
1.00000000000000,5.00000000000000,0.00000000000000,0.41386461257935,0.00428846385330,0.28758581703102,0.49447490849889
1.00000000000000,5.00000000000000,1.00000000000000,0.45891183614731,0.00665778247640,0.21622744030136,0.34648482336352
1.00000000000000,5.00000000000000,2.00000000000000,0.20954632759094,0.06214352324605,0.64258986213198,0.62445709430027
1.00000000000000,5.00000000000000,3.00000000000000,0.50574582815170,0.00857916753739,0.26288611710265,0.42906027521944
1.00000000000000,5.00000000000000,4.00000000000000,0.00005710805272,0.04912417754531,0.01586100957979,0.03637923090656
1.00000000000000,5.00000000000000,5.00000000000000,0.37760648131371,0.00474941497669,0.31975805235247,0.52907881555433
1.00000000000000,5.00000000000000,6.00000000000000,0.18350899219513,0.00337345269509,0.96654776049734,0.74279415946994
1.00000000000000,6.00000000000000,0.00000000000000,0.00538634927943,0.52972280979156,0.74019832634125,0.98712366702692
1.00000000000000,6.00000000000000,1.00000000000000,0.00429500965402,0.60928297042847,0.84334733781567,0.97854110105849
1.00000000000000,6.00000000000000,2.00000000000000,0.00692720152438,0.01425953116268,0.38804005479829,0.75094297709762
1.00000000000000,6.00000000000000,3.00000000000000,0.00992744881660,0.21747604012489,0.72084371199745,0.83382043304486
1.00000000000000,6.00000000000000,4.00000000000000,0.51069694757462,0.35919857025146,0.55194560391847,0.36326996231256
1.00000000000000,6.00000000000000,5.00000000000000,0.00884614326060,0.19446030259132,0.71270275567129,0.98712366702692
1.00000000000000,6.00000000000000,6.00000000000000,0.00031685869908,0.85588896274567,0.40766890010358,0.21398323874357
1.00000000000000,7.00000000000000,0.00000000000000,0.02137080021203,0.03439635038376,0.14439492353679,0.28437641144791
1.00000000000000,7.00000000000000,1.00000000000000,0.03384920954704,0.05542228370905,0.15918131413399,0.27480753323335
1.00000000000000,7.00000000000000,2.00000000000000,0.00694302516058,0.00195827661082,0.16758768663001,0.50816964613314
1.00000000000000,7.00000000000000,3.00000000000000,0.08444362133741,0.04837699234486,0.13760173801193,0.29416827098285
1.00000000000000,7.00000000000000,4.00000000000000,0.01465692277998,0.57549011707306,0.48566415297973,0.82543234487811
1.00000000000000,7.00000000000000,5.00000000000000,0.02563831023872,0.03364864736795,0.11839359319216,0.23448259534218
1.00000000000000,7.00000000000000,6.00000000000000,0.60184055566788,0.44495442509651,0.05939181226580,0.06345912689569
1.00000000000000,8.00000000000000,0.00000000000000,0.01039595715702,0.52906388044357,0.96082478163865,0.74279415946994
1.00000000000000,8.00000000000000,1.00000000000000,0.02970096841455,0.68790620565414,0.96021384371852,0.64748005383504
1.00000000000000,8.00000000000000,2.00000000000000,0.00099338020664,0.14549532532692,0.53688415030724,0.86755298861076
1.00000000000000,8.00000000000000,3.00000000000000,0.04408874735236,0.44557678699493,0.97157683430954,0.79208796719131
1.00000000000000,8.00000000000000,4.00000000000000,0.76977723836899,0.00934914126992,0.65806616421265,0.50129750725253
1.00000000000000,8.00000000000000,5.00000000000000,0.00459415372461,0.56672251224518,0.94894766009529,0.74279415946994
1.00000000000000,8.00000000000000,6.00000000000000,0.52895307540894,0.30736586451530,0.46285183571888,0.44813785155399
1.00000000000000,9.00000000000000,0.00000000000000,0.00136002979707,0.00008374766912,0.24205164170824,0.44172570845415
