oxytype, channel, beta1, beta2, PTSDperiod1_test_pvalue, PTSDperiod2_test_pvalue, PTSD_p_value, PTSD_mannwhitneyu_p_value, HCperiod1_test_pvalue, HCperiod2_test_pvalue, HC_p_value, HC_mannwhitneyu_p_value
1.00000000000000,1.00000000000000,0.00000000000000,1.00000000000000,0.00018668393022,0.00009711652820,0.03245844148453,0.04136332217604,0.48987326025963,0.62468731403351,0.46477631521798,0.46242261272516
1.00000000000000,1.00000000000000,0.00000000000000,2.00000000000000,0.00018668393022,0.05401230603456,0.01791354575704,0.01170497108251,0.48987326025963,0.87512242794037,0.11980420409606,0.11718801563745
1.00000000000000,1.00000000000000,0.00000000000000,3.00000000000000,0.00018668393022,0.00012233806774,0.02646414717401,0.02892655041069,0.48987326025963,0.68896013498306,0.36252254950755,0.43460260459506
1.00000000000000,1.00000000000000,0.00000000000000,4.00000000000000,0.00018668393022,0.00043849696522,0.08974293146923,0.15741967037320,0.48987326025963,0.83023262023926,0.49452419492294,0.59882647086806
1.00000000000000,1.00000000000000,0.00000000000000,5.00000000000000,0.00018668393022,0.00035589036997,0.02470623739006,0.02892655041069,0.48987326025963,0.76202732324600,0.34213557692683,0.35100742403233
1.00000000000000,1.00000000000000,0.00000000000000,6.00000000000000,0.00018668393022,0.00019281927962,0.05847505292543,0.09818304609507,0.48987326025963,0.01249231398106,0.16906074417116,0.28869126638938
1.00000000000000,1.00000000000000,1.00000000000000,2.00000000000000,0.00009711652820,0.05401230603456,0.10043899755226,0.07265278138220,0.62468731403351,0.87512242794037,0.02970381323534,0.03223156923559
1.00000000000000,1.00000000000000,1.00000000000000,3.00000000000000,0.00009711652820,0.00012233806774,0.52193728400955,0.96148693654686,0.62468731403351,0.68896013498306,0.03268313600301,0.01763652083707
1.00000000000000,1.00000000000000,1.00000000000000,4.00000000000000,0.00009711652820,0.00043849696522,0.70441099112884,0.83925562165678,0.62468731403351,0.83023262023926,0.00857760240603,0.00911552652133
1.00000000000000,1.00000000000000,1.00000000000000,5.00000000000000,0.00009711652820,0.00035589036997,0.21174291314522,0.15165852662176,0.62468731403351,0.76202732324600,0.03616221991974,0.01129972858064
1.00000000000000,1.00000000000000,1.00000000000000,6.00000000000000,0.00009711652820,0.00019281927962,0.55690127787583,0.47977339755744,0.62468731403351,0.01249231398106,0.00312795887180,0.00085756476017
1.00000000000000,1.00000000000000,2.00000000000000,3.00000000000000,0.05401230603456,0.00012233806774,0.16792377190528,0.11104995943606,0.87512242794037,0.68896013498306,0.05602713524432,0.08099448746680
