oxytype, roi, beta1, beta2, PTSDperiod1_test_pvalue, PTSDperiod2_test_pvalue, PTSD_p_value, PTSD_mannwhitneyu_p_value, HCperiod1_test_pvalue, HCperiod2_test_pvalue, HC_p_value, HC_mannwhitneyu_p_value
1.00000000000000,0.00000000000000,0.00000000000000,1.00000000000000,0.00253545190208,0.08233952522278,0.14815776416012,0.10233690217137,0.00062184978742,0.00085063226288,0.00084396478937,0.00135849223216
1.00000000000000,0.00000000000000,0.00000000000000,2.00000000000000,0.00253545190208,0.10599112510681,0.11584149485873,0.06642110086977,0.00062184978742,0.01693632639945,0.00140337870022,0.00239693142873
1.00000000000000,0.00000000000000,0.00000000000000,3.00000000000000,0.00253545190208,0.00321323703974,0.13066642134010,0.11561407148838,0.00062184978742,0.00003205778557,0.00059816548813,0.00055663595947
1.00000000000000,0.00000000000000,0.00000000000000,4.00000000000000,0.00253545190208,0.01017800066620,0.29535143782272,0.16334008984268,0.00062184978742,0.01890238001943,0.00163453247730,0.00271978025023
1.00000000000000,0.00000000000000,0.00000000000000,5.00000000000000,0.00253545190208,0.00171668827534,0.14410911994806,0.12516957335174,0.00062184978742,0.00069440895459,0.00069034912367,0.00078021552577
1.00000000000000,0.00000000000000,0.00000000000000,6.00000000000000,0.00253545190208,0.01296169869602,0.13428118466029,0.15165852662176,0.00062184978742,0.00026309024543,0.00025945185055,0.00012180732892
1.00000000000000,0.00000000000000,1.00000000000000,2.00000000000000,0.08233952522278,0.10599112510681,0.12274678063870,0.08650196995586,0.00085063226288,0.01693632639945,0.06090876064816,0.13784476649039
1.00000000000000,0.00000000000000,1.00000000000000,3.00000000000000,0.08233952522278,0.00321323703974,0.50092156590585,0.77934717852622,0.00085063226288,0.00003205778557,0.06765380303593,0.07302489719041
1.00000000000000,0.00000000000000,1.00000000000000,4.00000000000000,0.08233952522278,0.01017800066620,0.76338427233978,0.97688658162951,0.00085063226288,0.01890238001943,0.56042793277220,0.90345485572652
1.00000000000000,0.00000000000000,1.00000000000000,5.00000000000000,0.08233952522278,0.00171668827534,0.53721065289420,0.47977339755744,0.00085063226288,0.00069440895459,0.32204392321948,0.33909725218234
