oxytype, roi, beta, PTSD_test_pvalue, HC_test_pvalue, t_p_value, mannwhitneyu_p_value
1.00000000000000,0.00000000000000,0.00000000000000,0.00253545190208,0.00062184978742,0.43793335464165,0.46768823302998
1.00000000000000,0.00000000000000,1.00000000000000,0.08233952522278,0.00085063226288,0.44565925635641,0.59432428506678
1.00000000000000,0.00000000000000,2.00000000000000,0.10599112510681,0.01693632639945,0.51898557312225,0.68660267083540
1.00000000000000,0.00000000000000,3.00000000000000,0.00321323703974,0.00003205778557,0.39111187506131,0.44172570845415
1.00000000000000,0.00000000000000,4.00000000000000,0.01017800066620,0.01890238001943,0.38326104465325,0.66302004787786
1.00000000000000,0.00000000000000,5.00000000000000,0.00171668827534,0.00069440895459,0.47794461751733,0.48770227678491
1.00000000000000,1.00000000000000,0.00000000000000,0.02237567119300,0.00003468316208,0.87745489144323,0.67870643352857
1.00000000000000,1.00000000000000,1.00000000000000,0.11866732686758,0.00007324187027,0.79505585469385,0.71852335779975
1.00000000000000,1.00000000000000,2.00000000000000,0.17963799834251,0.00200354959816,0.48980197060768,0.55762282677537
1.00000000000000,1.00000000000000,3.00000000000000,0.12608630955219,0.00001933966996,0.98436730136245,0.96138441153109
1.00000000000000,1.00000000000000,4.00000000000000,0.17969872057438,0.88805985450745,0.72679950115004,0.67084530929047
1.00000000000000,1.00000000000000,5.00000000000000,0.08310943096876,0.00001489099122,0.93071917536738,1.00000000000000
1.00000000000000,2.00000000000000,0.00000000000000,0.00001327662085,0.02141897939146,0.51023452451651,0.69453325995826
1.00000000000000,2.00000000000000,1.00000000000000,0.00002168975516,0.01803546212614,0.53252744413877,0.64748005383504
1.00000000000000,2.00000000000000,2.00000000000000,0.00009436129767,0.02631107531488,0.35283950836619,0.98712366702692
1.00000000000000,2.00000000000000,3.00000000000000,0.00003493315307,0.00829045847058,0.54741444529997,0.80871673333112
