oxytype, roi, beta1, beta2, PTSDperiod1_test_pvalue, PTSDperiod2_test_pvalue, PTSD_p_value, PTSD_mannwhitneyu_p_value, HCperiod1_test_pvalue, HCperiod2_test_pvalue, HC_p_value, HC_mannwhitneyu_p_value
1.00000000000000,0.00000000000000,0.00000000000000,1.00000000000000,0.00022635250934,0.00017433329776,0.02983178480270,0.02464562095702,0.00420405808836,0.00289741856977,0.00080963758809,0.00260809767485
1.00000000000000,0.00000000000000,0.00000000000000,2.00000000000000,0.00022635250934,0.00234207347967,0.02846009784204,0.02464562095702,0.00420405808836,0.02810388803482,0.00024330649290,0.00032026836413
1.00000000000000,0.00000000000000,0.00000000000000,3.00000000000000,0.00022635250934,0.00010586134886,0.02353548275681,0.01869285199791,0.00420405808836,0.01477843709290,0.00041697557071,0.00074395869524
1.00000000000000,0.00000000000000,0.00000000000000,4.00000000000000,0.00022635250934,0.06264540553093,0.04086838459197,0.06346937920898,0.00420405808836,0.03254043310881,0.07115725596640,0.10650269769371
1.00000000000000,0.00000000000000,0.00000000000000,5.00000000000000,0.00022635250934,0.00047950336011,0.02506611743196,0.01869285199791,0.00420405808836,0.01839786022902,0.00031753887689,0.00085756476017
1.00000000000000,0.00000000000000,0.00000000000000,6.00000000000000,0.00022635250934,0.00022952203290,0.04178767621138,0.03558174613863,0.00420405808836,0.00003340798139,0.00030518129673,0.00024680532431
1.00000000000000,0.00000000000000,1.00000000000000,2.00000000000000,0.00017433329776,0.00234207347967,0.05969790807216,0.05269611813128,0.00289741856977,0.02810388803482,0.00130803266097,0.00362841818298
1.00000000000000,0.00000000000000,1.00000000000000,3.00000000000000,0.00017433329776,0.00010586134886,0.39308834640944,0.36725743860006,0.00289741856977,0.01477843709290,0.03929936995032,0.03423473125599
1.00000000000000,0.00000000000000,1.00000000000000,4.00000000000000,0.00017433329776,0.06264540553093,0.72780967751061,0.52940592728555,0.00289741856977,0.03254043310881,0.06951699304670,0.05738160372380
1.00000000000000,0.00000000000000,1.00000000000000,5.00000000000000,0.00017433329776,0.00047950336011,0.06575877384208,0.02464562095702,0.00289741856977,0.01839786022902,0.00721565535475,0.00103339682778
1.00000000000000,0.00000000000000,1.00000000000000,6.00000000000000,0.00017433329776,0.00022952203290,0.64524269124444,1.00000000000000,0.00289741856977,0.00003340798139,0.00221349697565,0.00295601836228
1.00000000000000,0.00000000000000,2.00000000000000,3.00000000000000,0.00234207347967,0.00010586134886,0.09188478722232,0.13531039096415,0.02810388803482,0.01477843709290,0.00285445157768,0.01255281005058
1.00000000000000,0.00000000000000,2.00000000000000,4.00000000000000,0.00234207347967,0.06264540553093,0.19793301102670,0.23947724793106,0.02810388803482,0.03254043310881,0.00001486957209,0.00000593854384
1.00000000000000,0.00000000000000,2.00000000000000,5.00000000000000,0.00234207347967,0.00047950336011,0.08383911838954,0.09416095819324,0.02810388803482,0.01839786022902,0.00236753418750,0.00498871247896
1.00000000000000,0.00000000000000,2.00000000000000,6.00000000000000,0.00234207347967,0.00022952203290,0.04383376355537,0.03380971960723,0.02810388803482,0.00003340798139,0.00761481118161,0.02439096098612
