oxytype, roi, period1, period2, PTSDperiod1_test_pvalue, PTSDperiod2_test_pvalue, PTSD_p_value, PTSD_mannwhitneyu_p_value, HCperiod1_test_pvalue, HCperiod2_test_pvalue, HC_p_value, HC_mannwhitneyu_p_value
1.00000000000000,0.00000000000000,1.00000000000000,2.00000000000000,0.00001446665192,0.98205614089966,0.18305838773897,0.07933946698904,0.28347748517990,0.06855105608702,0.00000970115820,0.00000965938182
1.00000000000000,0.00000000000000,1.00000000000000,3.00000000000000,0.00001446665192,0.58069008588791,0.25161961915360,0.07933946698904,0.28347748517990,0.00072583009023,0.28439414573624,0.35100742403233
1.00000000000000,0.00000000000000,1.00000000000000,4.00000000000000,0.00001446665192,0.01787646673620,0.53247810317108,0.31757172010839,0.28347748517990,0.53995889425278,0.00426696729214,0.00393331756936
1.00000000000000,0.00000000000000,1.00000000000000,5.00000000000000,0.00001446665192,0.38271591067314,0.57009417271188,0.23169402685016,0.28347748517990,0.29549205303192,0.01494928870237,0.01595296812752
1.00000000000000,0.00000000000000,1.00000000000000,6.00000000000000,0.00001446665192,0.88778817653656,0.61871893037015,0.31757172010839,0.28347748517990,0.22045575082302,0.00778421497438,0.00498871247896
1.00000000000000,0.00000000000000,2.00000000000000,3.00000000000000,0.98205614089966,0.58069008588791,0.72966923612596,0.60831356234848,0.06855105608702,0.00072583009023,0.00054880869295,0.00067598312398
1.00000000000000,0.00000000000000,2.00000000000000,4.00000000000000,0.98205614089966,0.01787646673620,0.08645539270355,0.10233690217137,0.06855105608702,0.53995889425278,0.03637103120847,0.03032758434085
1.00000000000000,0.00000000000000,2.00000000000000,5.00000000000000,0.98205614089966,0.38271591067314,0.16855264843009,0.11561407148838,0.06855105608702,0.29549205303192,0.00372068025419,0.00582442005293
1.00000000000000,0.00000000000000,2.00000000000000,6.00000000000000,0.98205614089966,0.88778817653656,0.14946309625394,0.13531039096415,0.06855105608702,0.22045575082302,0.03953590491769,0.02680215318594
1.00000000000000,0.00000000000000,3.00000000000000,4.00000000000000,0.58069008588791,0.01787646673620,0.20599559328765,0.26389263197780,0.00072583009023,0.53995889425278,0.05450442946786,0.09899713914115
