oxytype, roi, period, PTSD_test_pvalue, HC_test_pvalue, t_p_value, mannwhitneyu_p_value
1.00000000000000,0.00000000000000,1.00000000000000,0.00006012600716,0.00052315474022,0.60213192034122,0.96138441153109
1.00000000000000,0.00000000000000,2.00000000000000,0.00000529746694,0.00009125474025,0.88946977170321,0.31442296800766
1.00000000000000,0.00000000000000,3.00000000000000,0.00218984368257,0.00003626386751,0.27453559614949,0.59432428506678
1.00000000000000,0.00000000000000,4.00000000000000,0.00001362962666,0.00031321894494,0.00363029578602,0.06045242916628
1.00000000000000,0.00000000000000,5.00000000000000,0.00000421482628,0.01527211721987,0.27068570884046,0.80871673333112
1.00000000000000,0.00000000000000,6.00000000000000,0.00014060722606,0.00000015666512,0.37002862439260,0.45460253838905
1.00000000000000,1.00000000000000,1.00000000000000,0.00018199851911,0.30516317486763,0.84915500892855,0.91858813222436
1.00000000000000,1.00000000000000,2.00000000000000,0.00136648444459,0.00000020499489,0.16321179889734,0.34100131514783
1.00000000000000,1.00000000000000,3.00000000000000,0.00004403732237,0.00004667988105,0.47079536229629,0.25185550913540
1.00000000000000,1.00000000000000,4.00000000000000,0.00008211931709,0.00039290374843,0.60144398557841,0.80039104129516
1.00000000000000,1.00000000000000,5.00000000000000,0.00000047608177,0.45396465063095,0.47274299285511,0.29416827098285
1.00000000000000,1.00000000000000,6.00000000000000,0.00410537235439,0.00169500731863,0.96246359858973,0.75911966964545
1.00000000000000,2.00000000000000,1.00000000000000,0.00006691567251,0.13223144412041,0.50146565715160,0.96996101850672
1.00000000000000,2.00000000000000,2.00000000000000,0.00025202217512,0.00000084076453,0.57580703527998,0.21797609637482
1.00000000000000,2.00000000000000,3.00000000000000,0.00001060652539,0.00000004400252,0.78852390743032,0.35761923323604
1.00000000000000,2.00000000000000,4.00000000000000,0.02061179652810,0.00004165889550,0.13183478253756,0.13337947871447
1.00000000000000,2.00000000000000,5.00000000000000,0.00001966489253,0.23606659471989,0.12023061968003,0.21797609637482
1.00000000000000,2.00000000000000,6.00000000000000,0.00179111363832,0.00000005157645,0.84575303759994,0.68660267083540
1.00000000000000,3.00000000000000,1.00000000000000,0.00005428306031,0.00123612571042,0.19431750435269,0.63976676139874
1.00000000000000,3.00000000000000,2.00000000000000,0.08779507875443,0.00000195087409,0.37877850959649,0.12790239331872
1.00000000000000,3.00000000000000,3.00000000000000,0.00983226113021,0.00030259980122,0.68226966172352,0.91005312251154
1.00000000000000,3.00000000000000,4.00000000000000,0.01598482392728,0.00000238625398,0.03486962238681,0.02223503701110
1.00000000000000,3.00000000000000,5.00000000000000,0.00103772990406,0.00000008839176,0.56844818646219,0.96138441153109
1.00000000000000,3.00000000000000,6.00000000000000,0.00007188041491,0.00000143216892,0.38350125412398,0.37473793340000
1.00000000000000,4.00000000000000,1.00000000000000,0.00004831409024,0.00006028060670,0.45791179998583,0.76732338275635
1.00000000000000,4.00000000000000,2.00000000000000,0.00000226994212,0.00001762767351,0.71094592925992,0.59432428506678
1.00000000000000,4.00000000000000,3.00000000000000,0.11124734580517,0.00012951377721,0.35760680230598,0.28924442914957
1.00000000000000,4.00000000000000,4.00000000000000,0.00009007725748,0.00002294984006,0.01586906333361,0.03834526555720
1.00000000000000,4.00000000000000,5.00000000000000,0.00282877334394,0.00509461108595,0.10565930470485,0.50129750725253
1.00000000000000,4.00000000000000,6.00000000000000,0.00016173072800,0.00000003766893,0.91104822090333,0.58689621903803
1.00000000000000,5.00000000000000,1.00000000000000,0.00069824350066,0.00295118219219,0.88846744451772,0.96138441153109
1.00000000000000,5.00000000000000,2.00000000000000,0.00000016595158,0.00000743190276,0.59289910952138,0.50816964613314
1.00000000000000,5.00000000000000,3.00000000000000,0.00010377912258,0.00155888742302,0.59133032200139,0.61686208556273
1.00000000000000,5.00000000000000,4.00000000000000,0.00000034181775,0.00000152884297,0.05165957557354,0.23027525667711
1.00000000000000,5.00000000000000,5.00000000000000,0.00000502617604,0.00581579422578,0.35974885444649,0.72658351936910
1.00000000000000,5.00000000000000,6.00000000000000,0.00000099788633,0.00000005813917,0.52713388242273,0.60930784940265
1.00000000000000,6.00000000000000,1.00000000000000,0.00036038391409,0.00002274369217,0.43167500180857,0.35761923323604
1.00000000000000,6.00000000000000,2.00000000000000,0.00000125459974,0.00000076441540,0.49845392951876,0.63209221179191
1.00000000000000,6.00000000000000,3.00000000000000,0.00001806133696,0.00070182280615,0.08042238591911,0.27010648537552
1.00000000000000,6.00000000000000,4.00000000000000,0.00000006136021,0.00000013222849,0.03616382233729,0.10309772194750
1.00000000000000,6.00000000000000,5.00000000000000,0.00004789203376,0.00751948170364,0.14126639354505,0.77555325298423
1.00000000000000,6.00000000000000,6.00000000000000,0.00000036421190,0.00000002638316,0.56200929823672,0.25185550913540
1.00000000000000,7.00000000000000,1.00000000000000,0.00001139899905,0.00016226797015,0.71619442539964,0.80039104129516
1.00000000000000,7.00000000000000,2.00000000000000,0.00000016383666,0.00000056410727,0.44669991153569,0.93568534550059
1.00000000000000,7.00000000000000,3.00000000000000,0.00004648324830,0.03026553615928,0.70726084960860,0.18040156866262
1.00000000000000,7.00000000000000,4.00000000000000,0.00530263921246,0.00002982933802,0.02976663165779,0.10309772194750
1.00000000000000,7.00000000000000,5.00000000000000,0.00004180299220,0.00018177993479,0.77139584361378,0.91858813222436
1.00000000000000,7.00000000000000,6.00000000000000,0.00000324397979,0.00000053994654,0.46336510285233,0.41046345310562
1.00000000000000,8.00000000000000,1.00000000000000,0.00277378316969,0.03254142031074,0.97424304563985,0.88451418780015
1.00000000000000,8.00000000000000,2.00000000000000,0.00000116746639,0.00000018603137,0.90217056735421,0.36897623604174
1.00000000000000,8.00000000000000,3.00000000000000,0.00000837412790,0.00000005295274,0.14496310240473,0.77555325298423
1.00000000000000,8.00000000000000,4.00000000000000,0.00014469747839,0.00000000000356,0.94941172395951,0.54325748069845
1.00000000000000,8.00000000000000,5.00000000000000,0.00002408929504,0.00008139755664,0.30769405806795,0.89301517930308
1.00000000000000,8.00000000000000,6.00000000000000,0.00032814888982,0.00000008203848,0.73245236588620,0.96996101850672
1.00000000000000,9.00000000000000,1.00000000000000,0.44707745313644,0.00003695589476,0.61853136090164,0.38642704447773
1.00000000000000,9.00000000000000,2.00000000000000,0.00159834092483,0.00001055667326,0.92735188902126,0.98712366702692
1.00000000000000,9.00000000000000,3.00000000000000,0.06224749609828,0.00359645229764,0.76652520176534,0.91858813222436
1.00000000000000,9.00000000000000,4.00000000000000,0.00004021979112,0.04646124690771,0.02110444583065,0.07855573820283
1.00000000000000,9.00000000000000,5.00000000000000,0.02135072275996,0.00504632806405,0.53563910905748,0.91005312251154
1.00000000000000,9.00000000000000,6.00000000000000,0.00000003218780,0.00006101566396,0.29256988106941,0.17692656264315
1.00000000000000,10.00000000000000,1.00000000000000,0.25648388266563,0.07164081186056,0.69578817986968,0.74279415946994
1.00000000000000,10.00000000000000,2.00000000000000,0.03242840990424,0.00002909818977,0.87842205234436,0.63976676139874
1.00000000000000,10.00000000000000,3.00000000000000,0.00000025611641,0.00672607822344,0.63471614649754,0.65523138734361
1.00000000000000,10.00000000000000,4.00000000000000,0.00051255221479,0.00004371859541,0.24643384814010,0.33020202100744
1.00000000000000,10.00000000000000,5.00000000000000,0.03538644313812,0.24431468546391,0.49660145594671,0.98712366702692
1.00000000000000,10.00000000000000,6.00000000000000,0.00011569069466,0.00000130739750,0.74956109499937,0.88451418780015
1.00000000000000,11.00000000000000,1.00000000000000,0.00008099965635,0.00001934014836,0.99309240673583,0.50129750725253
1.00000000000000,11.00000000000000,2.00000000000000,0.06905394047499,0.00000531318437,0.22793916176851,0.60930784940265
1.00000000000000,11.00000000000000,3.00000000000000,0.00061980064493,0.12845765054226,0.73086085203373,0.48770227678491
1.00000000000000,11.00000000000000,4.00000000000000,0.00000033024915,0.00086505967192,0.00768919138874,0.05479274217639
1.00000000000000,11.00000000000000,5.00000000000000,0.00008155752585,0.02319729141891,0.27874370679195,0.88451418780015
1.00000000000000,11.00000000000000,6.00000000000000,0.00000648616242,0.00000234352456,0.16454895820286,0.10539161967697
1.00000000000000,12.00000000000000,1.00000000000000,0.00035283275065,0.00000319300580,0.91366474769809,0.89301517930308
1.00000000000000,12.00000000000000,2.00000000000000,0.00000014905001,0.00000041741396,0.85369697765999,0.58689621903803
1.00000000000000,12.00000000000000,3.00000000000000,0.00040715938667,0.00004308906864,0.33499517365350,0.85909469644366
1.00000000000000,12.00000000000000,4.00000000000000,0.00000138203427,0.00000000004171,0.10927562157254,0.24305996039650
1.00000000000000,12.00000000000000,5.00000000000000,0.00095183303347,0.00582767790183,0.15162016170169,0.57951144959164
1.00000000000000,12.00000000000000,6.00000000000000,0.00000142653664,0.00000000593600,0.75011305588012,0.96996101850672
2.00000000000000,0.00000000000000,1.00000000000000,0.00000024313630,0.00000492034178,0.16978210069526,0.52206076362166
2.00000000000000,0.00000000000000,2.00000000000000,0.00000001648788,0.00006955078425,0.29513330678326,0.83382043304486
2.00000000000000,0.00000000000000,3.00000000000000,0.00000042193406,0.01008027605712,0.06728996188397,0.41660853500050
2.00000000000000,0.00000000000000,4.00000000000000,0.00123575236648,0.00011613237439,0.00030215404878,0.00361010439402
2.00000000000000,0.00000000000000,5.00000000000000,0.00000881198048,0.00008127352339,0.13065863446510,0.36326996231256
2.00000000000000,0.00000000000000,6.00000000000000,0.00163101858925,0.00000282000428,0.11282853984585,0.09862912522133
2.00000000000000,1.00000000000000,1.00000000000000,0.00011000038648,0.00000114300951,0.57649322579430,0.48770227678491
2.00000000000000,1.00000000000000,2.00000000000000,0.00000305785056,0.00000006193721,0.82053762814424,0.85065254441322
2.00000000000000,1.00000000000000,3.00000000000000,0.00000041580302,0.00000028493952,0.96382830989770,0.76732338275635
2.00000000000000,1.00000000000000,4.00000000000000,0.00000473317641,0.00000795678352,0.68048621721567,0.36326996231256
2.00000000000000,1.00000000000000,5.00000000000000,0.00017769969418,0.00000016959510,0.59590332982423,0.75094297709762
