oxytype, channel, period, PTSD_test_pvalue, HC_test_pvalue, t_p_value, mannwhitneyu_p_value
1.00000000000000,1.00000000000000,1.00000000000000,0.00004219171751,0.00110376381781,0.45908138921518,0.29416827098285
1.00000000000000,1.00000000000000,2.00000000000000,0.00000103999344,0.00037768614129,0.16327295730164,0.02703484492147
1.00000000000000,1.00000000000000,3.00000000000000,0.00160008738749,0.00006174806913,0.16060699847450,0.34648482336352
1.00000000000000,1.00000000000000,4.00000000000000,0.00004686930333,0.00001057519512,0.27275199598598,0.45460253838905
1.00000000000000,1.00000000000000,5.00000000000000,0.00163295341190,0.00163773412351,0.70356420996944,0.96138441153109
1.00000000000000,1.00000000000000,6.00000000000000,0.00031124774250,0.00000579325160,0.90217583979211,0.71049439245342
1.00000000000000,2.00000000000000,1.00000000000000,0.21523554623127,0.00653938017786,0.36390430749578,0.46111944508915
1.00000000000000,2.00000000000000,2.00000000000000,0.00003791383642,0.00002752877299,0.15200945466515,0.19113051929104
1.00000000000000,2.00000000000000,3.00000000000000,0.00061244476819,0.00000001317232,0.49081139359281,0.43536641821267
1.00000000000000,2.00000000000000,4.00000000000000,0.00020941086404,0.00000036574193,0.98597493467236,0.38642704447773
1.00000000000000,2.00000000000000,5.00000000000000,0.00860381033272,0.00004605180220,0.32538728959800,0.44172570845415
1.00000000000000,2.00000000000000,6.00000000000000,0.00046787058818,0.00000093590609,0.48143358795714,0.69453325995826
1.00000000000000,3.00000000000000,1.00000000000000,0.00005533629519,0.00002010452954,0.72728165179933,0.45460253838905
1.00000000000000,3.00000000000000,2.00000000000000,0.00000446695094,0.00001292793058,0.22310265091574,0.26087061635926
1.00000000000000,3.00000000000000,3.00000000000000,0.00001830394467,0.02764798514545,0.09720780719626,0.38055491929517
1.00000000000000,3.00000000000000,4.00000000000000,0.00000004252207,0.00004586228897,0.35192554828699,0.83382043304486
1.00000000000000,3.00000000000000,5.00000000000000,0.00010621735419,0.00396611029282,0.37237703082275,0.90152848055266
1.00000000000000,3.00000000000000,6.00000000000000,0.00000094855903,0.00000659542320,0.65958621846888,0.56487417658813
1.00000000000000,4.00000000000000,1.00000000000000,0.00000930403803,0.00000086544770,0.96099098815524,0.92713253315076
1.00000000000000,4.00000000000000,2.00000000000000,0.00005279712423,0.00202165590599,0.13453947937800,0.31442296800766
1.00000000000000,4.00000000000000,3.00000000000000,0.00011631366215,0.00684010516852,0.18748676181538,1.00000000000000
1.00000000000000,4.00000000000000,4.00000000000000,0.00000032448023,0.00003259317236,0.04701145540928,0.29416827098285
1.00000000000000,4.00000000000000,5.00000000000000,0.00000600638214,0.00071825308260,0.24989904814112,0.65523138734361
1.00000000000000,4.00000000000000,6.00000000000000,0.00012613750005,0.00002482706077,0.94893614778532,0.66302004787786
1.00000000000000,5.00000000000000,1.00000000000000,0.00031925222720,0.00000120204027,0.84121100792335,0.68660267083540
1.00000000000000,5.00000000000000,2.00000000000000,0.00000180650500,0.00066654407419,0.97147911537644,0.96138441153109
1.00000000000000,5.00000000000000,3.00000000000000,0.00005523123400,0.03148007020354,0.13614201469587,0.27956414206734
1.00000000000000,5.00000000000000,4.00000000000000,0.00000002569180,0.00038716595736,0.07516393943574,0.18750323234650
1.00000000000000,5.00000000000000,5.00000000000000,0.00011226653442,0.00040690376773,0.15245091526852,0.52206076362166
1.00000000000000,5.00000000000000,6.00000000000000,0.00001995205639,0.00000041261112,0.57048913686171,0.52206076362166
1.00000000000000,6.00000000000000,1.00000000000000,0.00000015806150,0.00368844973855,0.66163217832812,0.12001669943312
1.00000000000000,6.00000000000000,2.00000000000000,0.04313887655735,0.00000008996609,0.03880396317637,0.05084404819916
1.00000000000000,6.00000000000000,3.00000000000000,0.00007959632785,0.00002626221794,0.61285117412458,0.20232181942241
1.00000000000000,6.00000000000000,4.00000000000000,0.00001354673986,0.00251892115921,0.42021926858405,0.74279415946994
1.00000000000000,6.00000000000000,5.00000000000000,0.00000168552481,0.00483127031475,0.57618920806663,0.90152848055266
1.00000000000000,6.00000000000000,6.00000000000000,0.00000586756369,0.00000047880292,0.24206096114613,0.26087061635926
1.00000000000000,7.00000000000000,1.00000000000000,0.00004257647015,0.03499869629741,0.72260308065383,0.75911966964545
1.00000000000000,7.00000000000000,2.00000000000000,0.01803521811962,0.00000978226217,0.66066922861664,0.87602647083231
1.00000000000000,7.00000000000000,3.00000000000000,0.00050583167467,0.00001425791925,0.77620664276265,0.60179503666610
1.00000000000000,7.00000000000000,4.00000000000000,0.00003468886644,0.00000278007792,0.29869764442569,0.15090209811763
1.00000000000000,7.00000000000000,5.00000000000000,0.00002267533637,0.02566126175225,0.30660648046475,0.90152848055266
1.00000000000000,7.00000000000000,6.00000000000000,0.00005788850103,0.00034260167740,0.17782720368923,0.54325748069845
1.00000000000000,8.00000000000000,1.00000000000000,0.00000043200671,0.00166221521795,0.93768972660331,0.80039104129516
