oxytype, channel, period1, period2, PTSDperiod1_test_pvalue, PTSDperiod2_test_pvalue, PTSD_t_statistic, PTSD_mannwhitneyu_statistic
1.00000000000000,1.00000000000000,1.00000000000000,2.00000000000000,0.28864952921867,0.00047157041263,0.90422893433923,0.81767429877073
1.00000000000000,1.00000000000000,1.00000000000000,3.00000000000000,0.28864952921867,0.74784553050995,0.89915911872559,0.87544600293040
1.00000000000000,1.00000000000000,1.00000000000000,4.00000000000000,0.28864952921867,0.00016568781575,0.10189708340207,0.06784779019654
1.00000000000000,1.00000000000000,1.00000000000000,5.00000000000000,0.28864952921867,0.05164909735322,0.01772693610634,0.06221717875451
1.00000000000000,1.00000000000000,1.00000000000000,6.00000000000000,0.28864952921867,0.03283270448446,0.94090627670178,0.71902343165129
1.00000000000000,1.00000000000000,2.00000000000000,3.00000000000000,0.00047157041263,0.74784553050995,0.95004212757964,0.69157826295123
1.00000000000000,1.00000000000000,2.00000000000000,4.00000000000000,0.00047157041263,0.00016568781575,0.24869397762431,0.13363895611838
1.00000000000000,1.00000000000000,2.00000000000000,5.00000000000000,0.00047157041263,0.05164909735322,0.09583464652297,0.09838791796938
1.00000000000000,1.00000000000000,2.00000000000000,6.00000000000000,0.00047157041263,0.03283270448446,0.85326394356534,0.80336822196841
1.00000000000000,1.00000000000000,3.00000000000000,4.00000000000000,0.74784553050995,0.00016568781575,0.11744116018623,0.03942684410140
1.00000000000000,1.00000000000000,3.00000000000000,5.00000000000000,0.74784553050995,0.05164909735322,0.01941542557040,0.06498370366171
1.00000000000000,1.00000000000000,3.00000000000000,6.00000000000000,0.74784553050995,0.03283270448446,0.88210864412411,0.96323321620002
1.00000000000000,1.00000000000000,4.00000000000000,5.00000000000000,0.00016568781575,0.05164909735322,0.34291482308740,0.57330230856314
1.00000000000000,1.00000000000000,4.00000000000000,6.00000000000000,0.00016568781575,0.03283270448446,0.19924334058621,0.12877536239102
1.00000000000000,1.00000000000000,5.00000000000000,6.00000000000000,0.05164909735322,0.03283270448446,0.06480412205912,0.11064805556089
1.00000000000000,2.00000000000000,1.00000000000000,2.00000000000000,0.13899555802345,0.73316508531570,0.06594337589923,0.11064805556089
1.00000000000000,2.00000000000000,1.00000000000000,3.00000000000000,0.13899555802345,0.08135177195072,0.51066202309680,0.22397877508774
1.00000000000000,2.00000000000000,1.00000000000000,4.00000000000000,0.13899555802345,0.00040926039219,0.02933920401611,0.03581887949258
1.00000000000000,2.00000000000000,1.00000000000000,5.00000000000000,0.13899555802345,0.02032473869622,0.18636291155467,0.24621350597590
1.00000000000000,2.00000000000000,1.00000000000000,6.00000000000000,0.13899555802345,0.00514024822041,0.07005132125905,0.04539501247928
1.00000000000000,2.00000000000000,2.00000000000000,3.00000000000000,0.73316508531570,0.08135177195072,0.07188910671736,0.11945036612451
1.00000000000000,2.00000000000000,2.00000000000000,4.00000000000000,0.73316508531570,0.00040926039219,0.78417959745931,0.51191214751452
1.00000000000000,2.00000000000000,2.00000000000000,5.00000000000000,0.73316508531570,0.02032473869622,0.01064600616243,0.00879816571251
1.00000000000000,2.00000000000000,2.00000000000000,6.00000000000000,0.73316508531570,0.00514024822041,0.88989129350846,0.97793506691232
1.00000000000000,2.00000000000000,3.00000000000000,4.00000000000000,0.08135177195072,0.00040926039219,0.02501252287255,0.02527041314170
1.00000000000000,2.00000000000000,3.00000000000000,5.00000000000000,0.08135177195072,0.02032473869622,0.37303693554290,0.29507026495412
1.00000000000000,2.00000000000000,3.00000000000000,6.00000000000000,0.08135177195072,0.00514024822041,0.06407306275275,0.09081820072606
1.00000000000000,2.00000000000000,4.00000000000000,5.00000000000000,0.00040926039219,0.02032473869622,0.01220235466382,0.01180262072012
1.00000000000000,2.00000000000000,4.00000000000000,6.00000000000000,0.00040926039219,0.00514024822041,0.70035360971867,0.91921989293769
1.00000000000000,2.00000000000000,5.00000000000000,6.00000000000000,0.02032473869622,0.00514024822041,0.01246287420638,0.00779616041109
1.00000000000000,3.00000000000000,1.00000000000000,2.00000000000000,0.00516945822164,0.41320869326591,0.34918182820310,0.19009443791583
1.00000000000000,3.00000000000000,1.00000000000000,3.00000000000000,0.00516945822164,0.06492651253939,0.97010846677371,0.63788333535194
1.00000000000000,3.00000000000000,1.00000000000000,4.00000000000000,0.00516945822164,0.54673320055008,0.72534888842196,0.32171454932541
1.00000000000000,3.00000000000000,1.00000000000000,5.00000000000000,0.00516945822164,0.07957983016968,0.68786572077988,0.94854350667447
1.00000000000000,3.00000000000000,1.00000000000000,6.00000000000000,0.00516945822164,0.01678552851081,0.75607893543021,0.97793506691232
1.00000000000000,3.00000000000000,2.00000000000000,3.00000000000000,0.41320869326591,0.06492651253939,0.34265188196664,0.12877536239102
1.00000000000000,3.00000000000000,2.00000000000000,4.00000000000000,0.41320869326591,0.54673320055008,0.24348547741537,0.08032503305003
1.00000000000000,3.00000000000000,2.00000000000000,5.00000000000000,0.41320869326591,0.07957983016968,0.17851698925170,0.17762435926124
1.00000000000000,3.00000000000000,2.00000000000000,6.00000000000000,0.41320869326591,0.01678552851081,0.07773688785797,0.08720785705373
1.00000000000000,3.00000000000000,3.00000000000000,4.00000000000000,0.06492651253939,0.54673320055008,0.69194294730621,0.38961267424747
1.00000000000000,3.00000000000000,3.00000000000000,5.00000000000000,0.06492651253939,0.07957983016968,0.65889553865512,0.84645981993526
1.00000000000000,3.00000000000000,3.00000000000000,6.00000000000000,0.06492651253939,0.01678552851081,0.72438766001004,0.99264420988038
1.00000000000000,3.00000000000000,4.00000000000000,5.00000000000000,0.54673320055008,0.07957983016968,0.43844884776117,0.27812968194485
1.00000000000000,3.00000000000000,4.00000000000000,6.00000000000000,0.54673320055008,0.01678552851081,0.27426725348599,0.52391793858260
1.00000000000000,3.00000000000000,5.00000000000000,6.00000000000000,0.07957983016968,0.01678552851081,0.92807414778738,0.94854350667447
1.00000000000000,4.00000000000000,1.00000000000000,2.00000000000000,0.03929566591978,0.03709348291159,0.01957551226521,0.01944809546694
1.00000000000000,4.00000000000000,1.00000000000000,3.00000000000000,0.03929566591978,0.17784805595875,0.31353049243572,0.54834314808249
1.00000000000000,4.00000000000000,1.00000000000000,4.00000000000000,0.03929566591978,0.00010403692431,0.13152891745073,0.04754120111465
1.00000000000000,4.00000000000000,1.00000000000000,5.00000000000000,0.03929566591978,0.51308161020279,0.88591570411684,0.90459560835734
1.00000000000000,4.00000000000000,1.00000000000000,6.00000000000000,0.03929566591978,0.00000045984024,0.50786954786875,0.08032503305003
1.00000000000000,4.00000000000000,2.00000000000000,3.00000000000000,0.03709348291159,0.17784805595875,0.00045912341332,0.00013386970386
1.00000000000000,4.00000000000000,2.00000000000000,4.00000000000000,0.03709348291159,0.00010403692431,0.32397916489270,0.05954596726224
1.00000000000000,4.00000000000000,2.00000000000000,5.00000000000000,0.03709348291159,0.51308161020279,0.01180211173580,0.01564776292071
1.00000000000000,4.00000000000000,2.00000000000000,6.00000000000000,0.03709348291159,0.00000045984024,0.04246725264568,0.04976938618347
1.00000000000000,4.00000000000000,3.00000000000000,4.00000000000000,0.17784805595875,0.00010403692431,0.00184625252867,0.00114433001727
1.00000000000000,4.00000000000000,3.00000000000000,5.00000000000000,0.17784805595875,0.51308161020279,0.32317332410051,0.48832631390542
1.00000000000000,4.00000000000000,3.00000000000000,6.00000000000000,0.17784805595875,0.00000045984024,0.02534338952835,0.01480325683951
1.00000000000000,4.00000000000000,4.00000000000000,5.00000000000000,0.00010403692431,0.51308161020279,0.06871921673183,0.03411991102621
1.00000000000000,4.00000000000000,4.00000000000000,6.00000000000000,0.00010403692431,0.00000045984024,0.16621349350001,0.20995431113988
1.00000000000000,4.00000000000000,5.00000000000000,6.00000000000000,0.51308161020279,0.00000045984024,0.34499532022628,0.17762435926124
1.00000000000000,5.00000000000000,1.00000000000000,2.00000000000000,0.49963667988777,0.00469582527876,0.16792092372268,0.36940132267773
