Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20,Ch21,Ch22,Ch23,Ch24,Ch25,Ch26,Ch27,Ch28,Ch29,Ch30,Ch31,Ch32,Ch33,Ch34,Ch35,Ch36,Ch37,Ch38,Ch39,Ch40,Ch41,Ch42,Ch43,Ch44,Ch45,Ch46,Ch47,Ch48
1.10384E-07,-9.753E-10,3.19567E-07,1.48645E-07,3.67673E-07,4.42197E-08,-3.18537E-08,-3.08724E-08,-2.39744E-07,-1.67235E-07,-2.6738E-07,1.60092E-07,1.78708E-07,1.96434E-07,1.51276E-07,1.0387E-07,1.90239E-07,1.51811E-07,2.27389E-07,-9.26628E-08,1.87831E-08,1.25394E-07,-6.78625E-08,6.30797E-08,-2.16291E-07,-2.82575E-08,-1.58354E-07,-2.65533E-08,-1.98953E-07,-1.12899E-07,3.79464E-08,-1.13429E-07,1.24143E-08,7.12474E-08,3.9717E-08,7.2426E-09,1.79458E-07,2.97138E-08,1.01478E-07,1.22761E-08,2.85046E-08,5.45011E-08,-1.50838E-07,-9.48697E-08,-3.95583E-08,-7.29273E-08,-1.91311E-07,-1.92884E-07
-1.35615E-07,-1.1584E-07,2.96697E-08,-2.52679E-08,-1.63406E-08,-8.72732E-08,-1.15002E-07,-9.20412E-08,-2.42867E-07,-2.59946E-07,-2.27407E-07,8.95618E-08,8.53834E-08,1.21422E-08,-4.95382E-08,-1.11787E-07,3.85599E-08,3.6015E-08,3.84178E-08,-2.29301E-08,-6.81445E-08,-8.53936E-08,-7.73597E-08,-3.89939E-08,-2.02896E-07,-6.51092E-08,-1.18178E-07,-4.25892E-08,-1.07424E-08,-3.4603E-08,2.92483E-08,-8.54574E-08,4.69796E-08,3.59734E-08,3.83069E-08,-2.7667E-10,1.32925E-07,5.61099E-08,8.27242E-08,-8.55288E-08,-7.80319E-08,-3.99843E-08,1.74927E-08,3.72775E-08,5.59861E-08,1.01099E-07,-9.69419E-08,4.51551E-08
