Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20,Ch21,Ch22,Ch23,Ch24,Ch25,Ch26,Ch27,Ch28,Ch29,Ch30,Ch31,Ch32,Ch33,Ch34,Ch35,Ch36,Ch37,Ch38,Ch39,Ch40,Ch41,Ch42,Ch43,Ch44,Ch45,Ch46,Ch47,Ch48
1.71538E-08,1.77278E-08,-3.794E-09,1.1131E-08,-1.53125E-08,-2.17969E-08,-3.04078E-08,-1.2529E-08,2.14685E-08,1.56418E-09,2.7145E-08,1.00771E-08,2.4118E-08,8.60884E-09,3.97883E-08,3.70233E-08,5.9106E-09,2.97688E-09,-1.41811E-08,-5.76836E-09,-1.13353E-08,-2.0158E-09,-1.91581E-09,-1.07772E-08,2.19905E-08,3.46719E-09,1.16633E-08,3.41568E-09,2.33293E-08,2.21828E-08,8.44034E-09,1.468E-08,3.99003E-08,2.31155E-08,1.68173E-08,1.75728E-08,-4.75955E-09,6.85389E-09,1.21669E-08,7.78885E-09,-3.43988E-09,4.70512E-09,2.44262E-08,2.19246E-08,8.89334E-09,1.99749E-08,1.63705E-08,3.9607E-08
1.49814E-08,6.4027E-10,4.35361E-09,2.8696E-08,1.25434E-08,2.13922E-08,2.02219E-08,7.67243E-09,4.2092E-08,4.0944E-08,3.61521E-08,1.46763E-08,1.04005E-08,5.65165E-09,1.77509E-08,3.76925E-08,-2.3634E-09,-6.9975E-10,7.91151E-09,-5.1241E-10,1.99923E-08,1.23228E-08,1.86338E-08,8.22336E-09,1.73941E-08,-5.2093E-10,5.83952E-09,-1.80679E-09,1.47617E-08,1.30029E-08,1.17006E-09,8.60433E-09,1.51784E-08,3.18952E-09,8.91362E-09,-3.09173E-09,-9.8134E-09,-5.84234E-09,-2.66362E-09,3.64805E-09,7.64044E-09,3.565E-10,-3.1882E-09,-2.52499E-09,-9.91798E-09,-3.35316E-09,9.18139E-09,-3.50672E-09
