oxytype, roi, period1, period2, PTSDperiod1_test_pvalue, PTSDperiod2_test_pvalue, PTSD_p_value, PTSD_mannwhitneyu_p_value, HCperiod1_test_pvalue, HCperiod2_test_pvalue, HC_p_value, HC_mannwhitneyu_p_value
1.00000000000000,0.00000000000000,1.00000000000000,2.00000000000000,0.29775363206863,0.01607989519835,0.00000000000001,0.00000000093132,0.99700939655304,0.00638371473178,0.00000000000000,0.00000000000011
1.00000000000000,0.00000000000000,1.00000000000000,3.00000000000000,0.29775363206863,0.64366960525513,0.27616433928022,0.26389263197780,0.99700939655304,0.47436922788620,0.86199770905194,0.78598286808392
1.00000000000000,0.00000000000000,1.00000000000000,4.00000000000000,0.29775363206863,0.47676920890808,0.00000000000000,0.00000000093132,0.99700939655304,0.02023160457611,0.00000000000000,0.00000000000011
1.00000000000000,0.00000000000000,1.00000000000000,5.00000000000000,0.29775363206863,0.96370625495911,0.58192756485437,0.52940592728555,0.99700939655304,0.03758519887924,0.91407369528883,0.89431066128100
1.00000000000000,0.00000000000000,1.00000000000000,6.00000000000000,0.29775363206863,0.04411067068577,0.00000000000000,0.00000000186265,0.99700939655304,0.03074094839394,0.00000000000000,0.00000000000023
1.00000000000000,0.00000000000000,2.00000000000000,3.00000000000000,0.01607989519835,0.64366960525513,0.00000000000000,0.00000000093132,0.00638371473178,0.47436922788620,0.00000000000000,0.00000000000023
1.00000000000000,0.00000000000000,2.00000000000000,4.00000000000000,0.01607989519835,0.47676920890808,0.90980765378084,0.96148693654686,0.00638371473178,0.02023160457611,0.31089152041413,0.30491234658416
1.00000000000000,0.00000000000000,2.00000000000000,5.00000000000000,0.01607989519835,0.96370625495911,0.00000000000001,0.00000000093132,0.00638371473178,0.03758519887924,0.00000000000000,0.00000000000057
1.00000000000000,0.00000000000000,2.00000000000000,6.00000000000000,0.01607989519835,0.04411067068577,0.09145282997949,0.03935616556555,0.00638371473178,0.03074094839394,0.49162963572781,0.57490159419899
1.00000000000000,0.00000000000000,3.00000000000000,4.00000000000000,0.64366960525513,0.47676920890808,0.00000000000000,0.00000000093132,0.47436922788620,0.02023160457611,0.00000000000000,0.00000000000011
1.00000000000000,0.00000000000000,3.00000000000000,5.00000000000000,0.64366960525513,0.96370625495911,0.59500665136249,0.58144985046238,0.47436922788620,0.03758519887924,0.76636355470577,0.69008147089346
1.00000000000000,0.00000000000000,3.00000000000000,6.00000000000000,0.64366960525513,0.04411067068577,0.00000000000002,0.00000000093132,0.47436922788620,0.03074094839394,0.00000000000000,0.00000000000023
1.00000000000000,0.00000000000000,4.00000000000000,5.00000000000000,0.47676920890808,0.96370625495911,0.00000000000003,0.00000000093132,0.02023160457611,0.03758519887924,0.00000000000000,0.00000000000011
1.00000000000000,0.00000000000000,4.00000000000000,6.00000000000000,0.47676920890808,0.04411067068577,0.05821511765205,0.05788119416684,0.02023160457611,0.03074094839394,0.06214286846726,0.12572874785974
1.00000000000000,0.00000000000000,5.00000000000000,6.00000000000000,0.96370625495911,0.04411067068577,0.00000000000270,0.00000000093132,0.03758519887924,0.03074094839394,0.00000000000000,0.00000000000011
1.00000000000000,1.00000000000000,1.00000000000000,2.00000000000000,0.43254891037941,0.40544864535332,0.00000000001312,0.00000000093132,0.20588956773281,0.86027926206589,0.00000000000000,0.00000000000011
1.00000000000000,1.00000000000000,1.00000000000000,3.00000000000000,0.43254891037941,0.74293869733810,0.19381925308873,0.19539688713849,0.20588956773281,0.41192713379860,0.45179822860758,0.34502023502785
