oxytype, channel, period1, period2, PTSDperiod1_test_pvalue, PTSDperiod2_test_pvalue, PTSD_p_value, PTSD_mannwhitneyu_p_value, HCperiod1_test_pvalue, HCperiod2_test_pvalue, HC_p_value, HC_mannwhitneyu_p_value
1.00000000000000,1.00000000000000,1.00000000000000,2.00000000000000,0.00000124731810,0.00036744883982,0.00025014261735,0.00001535005867,0.00000101886667,0.01757378317416,0.00000029102092,0.00000000075056
1.00000000000000,1.00000000000000,1.00000000000000,3.00000000000000,0.00000124731810,0.00001691919897,0.20396545688006,0.36725743860006,0.00000101886667,0.05271061882377,0.00523531932656,0.02851900935423
1.00000000000000,1.00000000000000,1.00000000000000,4.00000000000000,0.00000124731810,0.00183395761997,0.00060342423045,0.00003570038825,0.00000101886667,0.00000498988811,0.00000189719454,0.00000001152341
1.00000000000000,1.00000000000000,1.00000000000000,5.00000000000000,0.00000124731810,0.00028539454797,0.80366356844887,0.86957573983818,0.00000101886667,0.00004328493014,0.22595543804021,0.22061585763049
1.00000000000000,1.00000000000000,1.00000000000000,6.00000000000000,0.00000124731810,0.00115251110401,0.00003838460149,0.00000015739352,0.00000101886667,0.00000000733310,0.00000581190610,0.00000000358739
1.00000000000000,1.00000000000000,2.00000000000000,3.00000000000000,0.00036744883982,0.00001691919897,0.00034575463597,0.00003177858889,0.01757378317416,0.05271061882377,0.00000001101034,0.00000001287708
1.00000000000000,1.00000000000000,2.00000000000000,4.00000000000000,0.00036744883982,0.00183395761997,0.50295031566885,0.34684528410435,0.01757378317416,0.00000498988811,0.41472669506081,0.93095809526710
1.00000000000000,1.00000000000000,2.00000000000000,5.00000000000000,0.00036744883982,0.00028539454797,0.00006289194769,0.00001739338040,0.01757378317416,0.00004328493014,0.00000062036932,0.00000000821001
1.00000000000000,1.00000000000000,2.00000000000000,6.00000000000000,0.00036744883982,0.00115251110401,0.48717699658668,0.55513842683285,0.01757378317416,0.00000000733310,0.27199138449049,0.94014543926983
1.00000000000000,1.00000000000000,3.00000000000000,4.00000000000000,0.00001691919897,0.00183395761997,0.00061168318048,0.00010677427053,0.05271061882377,0.00000498988811,0.00000002122331,0.00000004562241
